latitude,longitude,address,datetime,datetimeEpoch,tempmax,tempmin,temp,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,description,date,pm25,pm10,o3,no2,so2,co,City
84,48.8572,2.34141,Paris,2014-03-26,1395788400,11.2,3.6,6.9,64.03,0.0,0.0,,,38.3,16.3,1013.6,11.5,16.6,,,0.0,Clear,Clear conditions throughout the day.,2014-03-26,99.0,54.0,25.0,63.0,,7.0,Paris
85,48.8572,2.34141,Paris,2014-03-27,1395874800,12.2,2.4,7.4,60.92,0.0,0.0,,,30.9,13.9,1011.6,12.0,14.6,,,0.0,Clear,Clear conditions throughout the day.,2014-03-27,114.0,59.0,31.0,63.0,,7.0,Paris
86,48.8572,2.34141,Paris,2014-03-28,1395961200,16.1,4.4,10.2,49.46,0.0,0.0,,,36.0,18.3,1014.0,10.5,14.7,,,0.0,Clear,Clear conditions throughout the day.,2014-03-28,123.0,60.0,33.0,55.0,,6.0,Paris
87,48.8572,2.34141,Paris,2014-03-29,1396047600,20.5,7.2,13.6,48.16,0.0,0.0,,,39.4,23.0,1014.2,8.5,18.2,,,0.0,Clear,Clear conditions throughout the day.,2014-03-29,95.0,59.0,24.0,66.0,,6.0,Paris
88,48.8572,2.34141,Paris,2014-03-30,1396134000,18.6,9.8,14.5,50.42,0.0,0.0,,,25.9,12.6,1014.1,13.1,23.0,,,0.0,Clear,Clear conditions throughout the day.,2014-03-30,92.0,61.0,22.0,66.0,,8.0,Paris
89,48.8572,2.34141,Paris,2014-03-31,1396216800,17.9,10.2,14.5,61.11,0.0,0.0,,,28.0,14.8,1013.7,20.4,21.3,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2014-03-31,99.0,64.0,29.0,65.0,,8.0,Paris
90,48.8572,2.34141,Paris,2014-04-01,1396303200,21.4,9.5,15.2,62.45,0.0,0.0,,,23.7,13.2,1011.0,11.8,20.9,,,0.0,Clear,Clear conditions throughout the day.,2014-04-01,96.0,59.0,17.0,59.0,,7.0,Paris
91,48.8572,2.34141,Paris,2014-04-02,1396389600,19.7,10.2,15.4,61.06,0.0,0.0,,,28.9,13.0,1004.7,14.1,20.5,,,0.0,Clear,Clear conditions throughout the day.,2014-04-02,88.0,59.0,23.0,58.0,,7.0,Paris
92,48.8572,2.34141,Paris,2014-04-03,1396476000,18.0,12.2,15.7,61.93,0.0,0.0,,,41.0,17.4,1001.5,20.4,23.9,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2014-04-03,81.0,82.0,20.0,56.0,,7.0,Paris
93,48.8572,2.34141,Paris,2014-04-04,1396562400,14.9,11.8,13.0,75.77,0.02,8.33,,,26.9,14.4,1009.4,26.2,17.5,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,2014-04-04,81.0,44.0,47.0,50.0,,5.0,Paris
